incident_id,timestamp,severity,category,service,region,environment,title,description,root_cause,resolution,resolution_time_min,sla_breach,txn_count_affected,mas_reporting_flag,assigned_to,team,runbook_id
INC-20231002-028,2023-10-02 02:54:00,P2,DB Connectivity,reporting-db-hk,Singapore,Production,DB Connectivity issue on reporting-db-hk — Singapore Production,P2 alert: DB Connectivity degradation detected on reporting-db-hk in Singapore Production at 02:54 SGT.,Network timeout between application server and DB replica caused by VPC routing misconfiguration,Corrected VPC routing table entry. Verified connectivity between all app servers and DB replicas.,19,No,232,No,Priya Nair,DB Operations Team,RB-DB-CONN-042
INC-20231007-089,2023-10-07 20:28:00,P3,DB Connectivity,reporting-db-hk,Hong Kong,Production,DB Connectivity issue on reporting-db-hk — Hong Kong Production,P3 alert: DB Connectivity degradation detected on reporting-db-hk in Hong Kong Production at 20:28 SGT.,Network timeout between application server and DB replica caused by VPC routing misconfiguration,Corrected VPC routing table entry. Verified connectivity between all app servers and DB replicas.,55,No,1927,Yes,Priya Nair,DB Operations Team,RB-DB-CONN-042
INC-20231012-018,2023-10-12 19:27:00,P3,Payment Gateway,visa-adapter-sg,Hong Kong,Production,Payment Gateway issue on visa-adapter-sg — Hong Kong Production,P3 alert: Payment Gateway degradation detected on visa-adapter-sg in Hong Kong Production at 19:27 SGT.,SSL certificate expiry on payment-gateway-sg caused TLS handshake failures for all downstream consumers,Renewed SSL certificate via automation pipeline. Restarted gateway service. Verified TLS handshake successful.,47,No,1085,Yes,Rajan Kumar,Payments Platform Team,RB-PAY-GW-017
INC-20231016-024,2023-10-16 14:08:00,P2,Network,firewall-sg-01,Singapore,Production,Network issue on firewall-sg-01 — Singapore Production,P2 alert: Network degradation detected on firewall-sg-01 in Singapore Production at 14:08 SGT.,Load balancer health check misconfigured after deployment — incorrectly marked healthy app nodes as down,Corrected health check endpoint path in load balancer config. Deployed config — traffic redistributed correctly.,35,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20231021-037,2023-10-21 01:53:00,P1,Network,firewall-sg-01,Singapore,Production,Network issue on firewall-sg-01 — Singapore Production,P1 alert: Network degradation detected on firewall-sg-01 in Singapore Production at 01:53 SGT.,Load balancer health check misconfigured after deployment — incorrectly marked healthy app nodes as down,Corrected health check endpoint path in load balancer config. Deployed config — traffic redistributed correctly.,31,Yes,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20231024-083,2023-10-24 02:10:00,P2,FX Feed,bloomberg-feed-hk,Singapore,Production,FX Feed issue on bloomberg-feed-hk — Singapore Production,P2 alert: FX Feed degradation detected on bloomberg-feed-hk in Singapore Production at 02:10 SGT.,FX rate feed latency exceeded 5s SLA due to network congestion on cross-border Singapore-HK link,Temporarily rerouted feed via HK-Tokyo link. Engaged network team to resolve SG-HK congestion. Restored in 25 min.,8,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20231024-005,2023-10-24 09:53:00,P3,SWIFT Queue,swift-mq-sg-01,Hong Kong,Production,SWIFT Queue issue on swift-mq-sg-01 — Hong Kong Production,P3 alert: SWIFT Queue degradation detected on swift-mq-sg-01 in Hong Kong Production at 09:53 SGT.,Expired SWIFT BIC certificate caused outbound message rejection by correspondent banks,Renewed SWIFT BIC certificate via SWIFT portal. Restarted outbound message processor. Confirmed ACKs received.,100,No,322,No,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20231026-073,2023-10-26 07:44:00,P1,SWIFT Queue,swift-ack-processor,Hong Kong,Production,SWIFT Queue issue on swift-ack-processor — Hong Kong Production,P1 alert: SWIFT Queue degradation detected on swift-ack-processor in Hong Kong Production at 07:44 SGT.,Expired SWIFT BIC certificate caused outbound message rejection by correspondent banks,Renewed SWIFT BIC certificate via SWIFT portal. Restarted outbound message processor. Confirmed ACKs received.,38,Yes,2001,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20231029-002,2023-10-29 06:45:00,P1,Network,vpc-sg-prod,Hong Kong,Production,Network issue on vpc-sg-prod — Hong Kong Production,P1 alert: Network degradation detected on vpc-sg-prod in Hong Kong Production at 06:45 SGT.,BGP route flap on transit link caused 90-second packet loss affecting all prod services in SG region,BGP route flap self-resolved after 90s. Added BGP flap dampening config to prevent recurrence.,49,Yes,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20231105-110,2023-11-05 09:44:00,P3,FX Feed,reuters-adapter-sg,Singapore,Production,FX Feed issue on reuters-adapter-sg — Singapore Production,P3 alert: FX Feed degradation detected on reuters-adapter-sg in Singapore Production at 09:44 SGT.,Adapter deserialization error caused by unexpected field added to Reuters FIX message schema,Applied schema update to adapter deserialization config. Restarted adapter. Verified all FX pairs publishing correctly.,57,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20231115-029,2023-11-15 01:39:00,P1,Payment Gateway,visa-adapter-sg,Hong Kong,Production,Payment Gateway issue on visa-adapter-sg — Hong Kong Production,P1 alert: Payment Gateway degradation detected on visa-adapter-sg in Hong Kong Production at 01:39 SGT.,SSL certificate expiry on payment-gateway-sg caused TLS handshake failures for all downstream consumers,Renewed SSL certificate via automation pipeline. Restarted gateway service. Verified TLS handshake successful.,13,No,2371,Yes,Rajan Kumar,Payments Platform Team,RB-PAY-GW-017
INC-20231116-013,2023-11-16 14:33:00,P1,Auth Service,mfa-service-sg,Singapore,Production,Auth Service issue on mfa-service-sg — Singapore Production,P1 alert: Auth Service degradation detected on mfa-service-sg in Singapore Production at 14:33 SGT.,Auth service pod OOMKilled in Kubernetes — memory limit set too low for peak load,Increased pod memory limit from 512Mi to 1Gi. Rolled out new pod spec. Confirmed stable under load.,24,No,1563,Yes,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20231117-016,2023-11-17 10:31:00,P2,FX Feed,fx-rate-feed-apac,Hong Kong,Production,FX Feed issue on fx-rate-feed-apac — Hong Kong Production,P2 alert: FX Feed degradation detected on fx-rate-feed-apac in Hong Kong Production at 10:31 SGT.,Reuters RMDS adapter lost TCP connection to primary feed server — no automatic reconnect configured,Manually restarted Reuters RMDS adapter. Configured automatic reconnect with exponential backoff. Stable after 12 min.,9,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20231121-044,2023-11-21 16:07:00,P1,SWIFT Queue,swift-mq-sg-01,Singapore,Production,SWIFT Queue issue on swift-mq-sg-01 — Singapore Production,P1 alert: SWIFT Queue degradation detected on swift-mq-sg-01 in Singapore Production at 16:07 SGT.,Network partition between swift-mq-sg-01 and backup node caused split-brain — both nodes paused processing,Restarted both nodes with forced primary election. Verified message processing resumed. Added split-brain detection alert.,32,Yes,1787,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20231123-082,2023-11-23 23:06:00,P3,Application Error,internet-banking-sg,Singapore,Production,Application Error issue on internet-banking-sg — Singapore Production,P3 alert: Application Error degradation detected on internet-banking-sg in Singapore Production at 23:06 SGT.,Mobile banking API null pointer exception triggered by malformed account number format in request payload,Added null check for account number field in API input validation layer. Deployed hotfix. Tested with malformed payloads.,117,No,0,No,Tanvi Sharma,Application Support Team,RB-APP-ERR-044
INC-20231124-054,2023-11-24 23:57:00,P2,Application Error,teller-app-sg,Hong Kong,Production,Application Error issue on teller-app-sg — Hong Kong Production,P2 alert: Application Error degradation detected on teller-app-sg in Hong Kong Production at 23:57 SGT.,Unhandled exception in account statement generation caused cascading 500 errors across the mobile banking API,Fixed unhandled exception in statement generator. Added global exception handler. Deployed and verified stable.,40,No,0,No,Tanvi Sharma,Application Support Team,RB-APP-ERR-044
INC-20231212-095,2023-12-12 04:31:00,P2,Network,vpc-sg-prod,Singapore,Production,Network issue on vpc-sg-prod — Singapore Production,P2 alert: Network degradation detected on vpc-sg-prod in Singapore Production at 04:31 SGT.,BGP route flap on transit link caused 90-second packet loss affecting all prod services in SG region,BGP route flap self-resolved after 90s. Added BGP flap dampening config to prevent recurrence.,53,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20231214-025,2023-12-14 17:53:00,P2,Auth Service,oauth-provider-sg,Singapore,Production,Auth Service issue on oauth-provider-sg — Singapore Production,P2 alert: Auth Service degradation detected on oauth-provider-sg in Singapore Production at 17:53 SGT.,Redis session cache exhausted memory limit causing auth token validation failures,Flushed expired sessions from Redis. Increased memory limit from 4GB to 8GB. Restarted auth service.,8,No,207,No,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20231215-023,2023-12-15 20:06:00,P2,Payment Gateway,visa-adapter-sg,Singapore,Production,Payment Gateway issue on visa-adapter-sg — Singapore Production,P2 alert: Payment Gateway degradation detected on visa-adapter-sg in Singapore Production at 20:06 SGT.,Upstream Visa adapter returned HTTP 503 due to scheduled maintenance window not communicated to NOC,Engaged Visa adapter support — confirmed maintenance window. Routed traffic to backup gateway-hk. Restored after 35 min.,11,No,2758,Yes,Rajan Kumar,Payments Platform Team,RB-PAY-GW-017
INC-20231218-049,2023-12-18 02:18:00,P2,Batch Job,trade-settlement-batch,Hong Kong,Production,Batch Job issue on trade-settlement-batch — Hong Kong Production,P2 alert: Batch Job degradation detected on trade-settlement-batch in Hong Kong Production at 02:18 SGT.,Trade settlement batch failed mid-run — insufficient disk space in /tmp for intermediate sort files,Cleared /tmp partition (removed old sort files from previous runs). Re-ran batch successfully.,40,No,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20231221-047,2023-12-21 12:43:00,P3,Batch Job,trade-settlement-batch,Hong Kong,Production,Batch Job issue on trade-settlement-batch — Hong Kong Production,P3 alert: Batch Job degradation detected on trade-settlement-batch in Hong Kong Production at 12:43 SGT.,"Batch scheduler misconfigured after DST change — jobs triggered 1 hour early, conflicting with live trading window",Corrected DST offset in scheduler config. Re-ran affected jobs in correct window. No data integrity issues.,115,No,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20231227-108,2023-12-27 17:10:00,P2,SWIFT Queue,swift-gateway-sg,Singapore,Production,SWIFT Queue issue on swift-gateway-sg — Singapore Production,P2 alert: SWIFT Queue degradation detected on swift-gateway-sg in Singapore Production at 17:10 SGT.,Expired SWIFT BIC certificate caused outbound message rejection by correspondent banks,Renewed SWIFT BIC certificate via SWIFT portal. Restarted outbound message processor. Confirmed ACKs received.,12,No,1178,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20231230-106,2023-12-30 05:10:00,P2,SWIFT Queue,swift-gateway-sg,Hong Kong,Production,SWIFT Queue issue on swift-gateway-sg — Hong Kong Production,P2 alert: SWIFT Queue degradation detected on swift-gateway-sg in Hong Kong Production at 05:10 SGT.,Expired SWIFT BIC certificate caused outbound message rejection by correspondent banks,Renewed SWIFT BIC certificate via SWIFT portal. Restarted outbound message processor. Confirmed ACKs received.,19,No,2318,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20240103-109,2024-01-03 08:29:00,P4,Application Error,internet-banking-sg,Singapore,Production,Application Error issue on internet-banking-sg — Singapore Production,P4 alert: Application Error degradation detected on internet-banking-sg in Singapore Production at 08:29 SGT.,Unhandled exception in account statement generation caused cascading 500 errors across the mobile banking API,Fixed unhandled exception in statement generator. Added global exception handler. Deployed and verified stable.,58,No,0,No,Tanvi Sharma,Application Support Team,RB-APP-ERR-044
INC-20240104-074,2024-01-04 07:19:00,P3,Application Error,internet-banking-sg,Singapore,Production,Application Error issue on internet-banking-sg — Singapore Production,P3 alert: Application Error degradation detected on internet-banking-sg in Singapore Production at 07:19 SGT.,Unhandled exception in account statement generation caused cascading 500 errors across the mobile banking API,Fixed unhandled exception in statement generator. Added global exception handler. Deployed and verified stable.,104,No,0,No,Tanvi Sharma,Application Support Team,RB-APP-ERR-044
INC-20240108-065,2024-01-08 08:49:00,P1,Auth Service,auth-service-sg,Singapore,Production,Auth Service issue on auth-service-sg — Singapore Production,P1 alert: Auth Service degradation detected on auth-service-sg in Singapore Production at 08:49 SGT.,OAuth provider certificate mismatch following unplanned infrastructure rotation,Updated OAuth provider certificate in keystore. Restarted service. Verified token generation functional.,31,Yes,1904,Yes,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20240111-057,2024-01-11 06:04:00,P1,Batch Job,report-generation-job,Hong Kong,Production,Batch Job issue on report-generation-job — Hong Kong Production,P1 alert: Batch Job degradation detected on report-generation-job in Hong Kong Production at 06:04 SGT.,Trade settlement batch failed mid-run — insufficient disk space in /tmp for intermediate sort files,Cleared /tmp partition (removed old sort files from previous runs). Re-ran batch successfully.,34,Yes,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20240111-100,2024-01-11 12:24:00,P3,Network,vpc-sg-prod,Singapore,Production,Network issue on vpc-sg-prod — Singapore Production,P3 alert: Network degradation detected on vpc-sg-prod in Singapore Production at 12:24 SGT.,VPC peering route table not updated after subnet expansion — new app nodes unreachable from DB tier,Updated VPC route table with correct CIDR for new subnets. Verified connectivity from all new app nodes to DB tier.,104,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240112-069,2024-01-12 04:27:00,P1,Network,load-balancer-sg,Singapore,Production,Network issue on load-balancer-sg — Singapore Production,P1 alert: Network degradation detected on load-balancer-sg in Singapore Production at 04:27 SGT.,VPC peering route table not updated after subnet expansion — new app nodes unreachable from DB tier,Updated VPC route table with correct CIDR for new subnets. Verified connectivity from all new app nodes to DB tier.,19,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240123-008,2024-01-23 07:10:00,P4,SWIFT Queue,swift-ack-processor,Singapore,Production,SWIFT Queue issue on swift-ack-processor — Singapore Production,P4 alert: SWIFT Queue degradation detected on swift-ack-processor in Singapore Production at 07:10 SGT.,SWIFT ACK processor deadlocked waiting for a lock held by a message redelivery thread,Restarted ACK processor — deadlock resolved on restart. Added deadlock detection timeout of 60s to config.,79,No,2187,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20240129-001,2024-01-29 17:05:00,P3,Payment Gateway,payment-gateway-sg,Hong Kong,Production,Payment Gateway issue on payment-gateway-sg — Hong Kong Production,P3 alert: Payment Gateway degradation detected on payment-gateway-sg in Hong Kong Production at 17:05 SGT.,Upstream Visa adapter returned HTTP 503 due to scheduled maintenance window not communicated to NOC,Engaged Visa adapter support — confirmed maintenance window. Routed traffic to backup gateway-hk. Restored after 35 min.,95,No,2771,Yes,Rajan Kumar,Payments Platform Team,RB-PAY-GW-017
INC-20240201-011,2024-02-01 18:27:00,P2,Application Error,mobile-banking-api,Hong Kong,Production,Application Error issue on mobile-banking-api — Hong Kong Production,P2 alert: Application Error degradation detected on mobile-banking-api in Hong Kong Production at 18:27 SGT.,Teller app dependency on internal pricing service timing out — pricing service circuit breaker not configured,Configured circuit breaker timeout for pricing service dependency. Added fallback response. Re-deployed mobile API.,65,Yes,0,No,Tanvi Sharma,Application Support Team,RB-APP-ERR-044
INC-20240202-086,2024-02-02 18:58:00,P3,Auth Service,oauth-provider-sg,Singapore,Production,Auth Service issue on oauth-provider-sg — Singapore Production,P3 alert: Auth Service degradation detected on oauth-provider-sg in Singapore Production at 18:58 SGT.,MFA service API rate limit hit due to automated login attempts from pentest tooling in prod,Blocked pentest IP range at firewall. Cleared rate limit counter. Notified security team for post-incident review.,56,No,2437,Yes,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20240203-052,2024-02-03 03:49:00,P2,Network,load-balancer-sg,Hong Kong,Production,Network issue on load-balancer-sg — Hong Kong Production,P2 alert: Network degradation detected on load-balancer-sg in Hong Kong Production at 03:49 SGT.,BGP route flap on transit link caused 90-second packet loss affecting all prod services in SG region,BGP route flap self-resolved after 90s. Added BGP flap dampening config to prevent recurrence.,35,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240205-012,2024-02-05 01:55:00,P2,Network,load-balancer-sg,Hong Kong,Production,Network issue on load-balancer-sg — Hong Kong Production,P2 alert: Network degradation detected on load-balancer-sg in Hong Kong Production at 01:55 SGT.,BGP route flap on transit link caused 90-second packet loss affecting all prod services in SG region,BGP route flap self-resolved after 90s. Added BGP flap dampening config to prevent recurrence.,15,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240207-003,2024-02-07 05:44:00,P2,Network,vpc-sg-prod,Singapore,Production,Network issue on vpc-sg-prod — Singapore Production,P2 alert: Network degradation detected on vpc-sg-prod in Singapore Production at 05:44 SGT.,BGP route flap on transit link caused 90-second packet loss affecting all prod services in SG region,BGP route flap self-resolved after 90s. Added BGP flap dampening config to prevent recurrence.,35,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240214-006,2024-02-14 09:05:00,P1,Batch Job,report-generation-job,Singapore,Production,Batch Job issue on report-generation-job — Singapore Production,P1 alert: Batch Job degradation detected on report-generation-job in Singapore Production at 09:05 SGT.,Trade settlement batch failed mid-run — insufficient disk space in /tmp for intermediate sort files,Cleared /tmp partition (removed old sort files from previous runs). Re-ran batch successfully.,62,Yes,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20240214-097,2024-02-14 13:21:00,P2,FX Feed,bloomberg-feed-hk,Hong Kong,Production,FX Feed issue on bloomberg-feed-hk — Hong Kong Production,P2 alert: FX Feed degradation detected on bloomberg-feed-hk in Hong Kong Production at 13:21 SGT.,Adapter deserialization error caused by unexpected field added to Reuters FIX message schema,Applied schema update to adapter deserialization config. Restarted adapter. Verified all FX pairs publishing correctly.,58,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20240216-081,2024-02-16 16:24:00,P2,FX Feed,fx-rate-feed-apac,Singapore,Production,FX Feed issue on fx-rate-feed-apac — Singapore Production,P2 alert: FX Feed degradation detected on fx-rate-feed-apac in Singapore Production at 16:24 SGT.,FX rate feed latency exceeded 5s SLA due to network congestion on cross-border Singapore-HK link,Temporarily rerouted feed via HK-Tokyo link. Engaged network team to resolve SG-HK congestion. Restored in 25 min.,36,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20240229-040,2024-02-29 21:55:00,P1,Network,vpc-sg-prod,Singapore,Production,Network issue on vpc-sg-prod — Singapore Production,P1 alert: Network degradation detected on vpc-sg-prod in Singapore Production at 21:55 SGT.,VPC peering route table not updated after subnet expansion — new app nodes unreachable from DB tier,Updated VPC route table with correct CIDR for new subnets. Verified connectivity from all new app nodes to DB tier.,55,Yes,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240302-050,2024-03-02 06:09:00,P3,Batch Job,eod-reconciliation,Hong Kong,Production,Batch Job issue on eod-reconciliation — Hong Kong Production,P3 alert: Batch Job degradation detected on eod-reconciliation in Hong Kong Production at 06:09 SGT.,Trade settlement batch failed mid-run — insufficient disk space in /tmp for intermediate sort files,Cleared /tmp partition (removed old sort files from previous runs). Re-ran batch successfully.,23,No,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20240303-022,2024-03-03 13:12:00,P4,Auth Service,mfa-service-sg,Hong Kong,Production,Auth Service issue on mfa-service-sg — Hong Kong Production,P4 alert: Auth Service degradation detected on mfa-service-sg in Hong Kong Production at 13:12 SGT.,OAuth provider certificate mismatch following unplanned infrastructure rotation,Updated OAuth provider certificate in keystore. Restarted service. Verified token generation functional.,32,No,1937,Yes,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20240308-033,2024-03-08 17:19:00,P3,Auth Service,oauth-provider-sg,Singapore,Production,Auth Service issue on oauth-provider-sg — Singapore Production,P3 alert: Auth Service degradation detected on oauth-provider-sg in Singapore Production at 17:19 SGT.,Redis session cache exhausted memory limit causing auth token validation failures,Flushed expired sessions from Redis. Increased memory limit from 4GB to 8GB. Restarted auth service.,104,No,2735,Yes,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20240312-070,2024-03-12 23:37:00,P3,SWIFT Queue,swift-ack-processor,Hong Kong,Production,SWIFT Queue issue on swift-ack-processor — Hong Kong Production,P3 alert: SWIFT Queue degradation detected on swift-ack-processor in Hong Kong Production at 23:37 SGT.,Expired SWIFT BIC certificate caused outbound message rejection by correspondent banks,Renewed SWIFT BIC certificate via SWIFT portal. Restarted outbound message processor. Confirmed ACKs received.,54,No,1784,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20240321-009,2024-03-21 01:14:00,P4,Network,load-balancer-sg,Hong Kong,Production,Network issue on load-balancer-sg — Hong Kong Production,P4 alert: Network degradation detected on load-balancer-sg in Hong Kong Production at 01:14 SGT.,Firewall rule change during maintenance window blocked port 5432 (PostgreSQL) — undetected for 22 minutes,Reverted firewall rule change. Opened port 5432 for app-to-DB communication. Added firewall change review process.,24,No,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240323-035,2024-03-23 01:05:00,P3,Batch Job,eod-reconciliation,Singapore,Production,Batch Job issue on eod-reconciliation — Singapore Production,P3 alert: Batch Job degradation detected on eod-reconciliation in Singapore Production at 01:05 SGT.,Report generation job failed — dependency on FX rate feed not available (see INC-FX-FEED cascade),Batch re-triggered after FX feed restored. Added explicit dependency check on FX feed health before batch start.,101,No,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20240324-053,2024-03-24 03:29:00,P3,FX Feed,fx-rate-feed-apac,Hong Kong,Production,FX Feed issue on fx-rate-feed-apac — Hong Kong Production,P3 alert: FX Feed degradation detected on fx-rate-feed-apac in Hong Kong Production at 03:29 SGT.,FX rate feed latency exceeded 5s SLA due to network congestion on cross-border Singapore-HK link,Temporarily rerouted feed via HK-Tokyo link. Engaged network team to resolve SG-HK congestion. Restored in 25 min.,37,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20240326-059,2024-03-26 13:34:00,P1,Network,load-balancer-sg,Singapore,Production,Network issue on load-balancer-sg — Singapore Production,P1 alert: Network degradation detected on load-balancer-sg in Singapore Production at 13:34 SGT.,VPC peering route table not updated after subnet expansion — new app nodes unreachable from DB tier,Updated VPC route table with correct CIDR for new subnets. Verified connectivity from all new app nodes to DB tier.,55,Yes,0,No,Farid Osman,Network Operations Team,RB-NET-VPC-011
INC-20240329-041,2024-03-29 15:14:00,P1,FX Feed,reuters-adapter-sg,Singapore,Production,FX Feed issue on reuters-adapter-sg — Singapore Production,P1 alert: FX Feed degradation detected on reuters-adapter-sg in Singapore Production at 15:14 SGT.,Reuters RMDS adapter lost TCP connection to primary feed server — no automatic reconnect configured,Manually restarted Reuters RMDS adapter. Configured automatic reconnect with exponential backoff. Stable after 12 min.,20,No,0,No,Ahmed Hassan,Market Data Team,RB-FX-FEED-008
INC-20240331-079,2024-03-31 15:07:00,P2,SWIFT Queue,swift-gateway-sg,Singapore,Production,SWIFT Queue issue on swift-gateway-sg — Singapore Production,P2 alert: SWIFT Queue degradation detected on swift-gateway-sg in Singapore Production at 15:07 SGT.,SWIFT MQ broker ran out of disk space — message persistence log filled /var/mqm partition to 100%,"Cleared old message persistence logs from /var/mqm (freed 80GB). Restarted MQ broker. Processed 1,400 queued messages.",60,No,1034,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20240401-039,2024-04-01 05:51:00,P3,Payment Gateway,payment-gateway-hk,Singapore,Staging,Payment Gateway issue on payment-gateway-hk — Singapore Staging,P3 alert: Payment Gateway degradation detected on payment-gateway-hk in Singapore Staging at 05:51 SGT.,SSL certificate expiry on payment-gateway-sg caused TLS handshake failures for all downstream consumers,Renewed SSL certificate via automation pipeline. Restarted gateway service. Verified TLS handshake successful.,42,No,969,Yes,Rajan Kumar,Payments Platform Team,RB-PAY-GW-017
INC-20240403-078,2024-04-03 15:06:00,P4,SWIFT Queue,swift-mq-sg-01,Hong Kong,Production,SWIFT Queue issue on swift-mq-sg-01 — Hong Kong Production,P4 alert: SWIFT Queue degradation detected on swift-mq-sg-01 in Hong Kong Production at 15:06 SGT.,SWIFT ACK processor deadlocked waiting for a lock held by a message redelivery thread,Restarted ACK processor — deadlock resolved on restart. Added deadlock detection timeout of 60s to config.,21,No,2612,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20240404-099,2024-04-04 06:44:00,P3,Batch Job,report-generation-job,Singapore,Production,Batch Job issue on report-generation-job — Singapore Production,P3 alert: Batch Job degradation detected on report-generation-job in Singapore Production at 06:44 SGT.,Report generation job failed — dependency on FX rate feed not available (see INC-FX-FEED cascade),Batch re-triggered after FX feed restored. Added explicit dependency check on FX feed health before batch start.,50,No,0,No,Liu Wei,Batch Processing Team,RB-BATCH-EOD-023
INC-20240404-092,2024-04-04 17:29:00,P1,SWIFT Queue,swift-gateway-sg,Singapore,Production,SWIFT Queue issue on swift-gateway-sg — Singapore Production,P1 alert: SWIFT Queue degradation detected on swift-gateway-sg in Singapore Production at 17:29 SGT.,SWIFT MQ broker ran out of disk space — message persistence log filled /var/mqm partition to 100%,"Cleared old message persistence logs from /var/mqm (freed 80GB). Restarted MQ broker. Processed 1,400 queued messages.",34,Yes,2693,Yes,Sanjay Patel,Messaging Infrastructure Team,RB-SWIFT-MQ-055
INC-20240406-101,2024-04-06 14:06:00,P4,Auth Service,oauth-provider-sg,Hong Kong,Production,Auth Service issue on oauth-provider-sg — Hong Kong Production,P4 alert: Auth Service degradation detected on oauth-provider-sg in Hong Kong Production at 14:06 SGT.,MFA service API rate limit hit due to automated login attempts from pentest tooling in prod,Blocked pentest IP range at firewall. Cleared rate limit counter. Notified security team for post-incident review.,87,No,411,No,Mei Lin,Identity & Access Team,RB-AUTH-SVC-031
INC-20240409-032,2024-04-09 07:23:00,P2,Payment Gateway,payment-gateway-sg,Hong Kong,Production,Payment Gateway issue on payment-gateway-sg — Hong Kong Production,P2 alert: Payment Gateway degradation detected on payment-gateway-sg in Hong Kong Production at 07:23 SGT.,Message queue consumer thread pool starved — payment gateway unable to dequeue settlement confirmations,"Increased consumer thread pool from 20 to 60. Cleared backlog of 1,200 messages. Restored in 18 min.",26,No,281,No,Rajan Kumar,Payments Platform Team,RB-PAY-GW-017
